FileName,gh,rep,RPid,entry,genotype,DaysToAnthesis,Anthesis,FruitSetRipening,DaysToMaturity,DaysToHarvest,ht_1,ht1Age_days,ht_2,ht2Age_days,ht_harvest,Infl_L,Infl_W,Infl_Area,inflorescenceColor,inflorescenceShape,inflorescenceDensity,inflorescenceLeafiness,Moisture,Ash.14,Crude.Fat.14,Crude.Protein.14,Total.AA.14.mgG,Histidine.14.mgG,Isoleucine.14.mgG,Leucine.14.mgG,Lysine.14.mgG,SAA.14.mgG,AAA.14.mgG,Threonine.14.mgG,Tryptophan.14.mgG,Valine.14.mgG,Protein.14_Yield,Yield_g,TSW,totalSeeds,AvgArea_mm2,AvgEccentricity,TotalCount,sumRGB
187B 1038,7B,1,7B_1,38,NSL-86628,50,14,15,79,93,51,36,72,43,139,24,12,288,15,3,1,5,7.413588185,2.638043927,4.364011495,13.89770231,828.1023216,26.73480783,38.89655174,58.33756736,56.87994193,37.97109156,63.07309878,32.33693534,9.660711687,43.99634563,1.000495589,7.199,2.674157303,2692.063025,2.551824431,0.347695227,534,388.7111461
187B 1039,7B,1,7B_1,39,BO-40,52,19,22,93,108,56,36,78,43,164,30,6,180,5,3,5,5,7.202357846,2.362431733,4.169891369,12.78053191,857.6961129,27.74805292,39.97302103,61.93348853,54.70257919,38.94457006,65.3221516,34.04115918,10.03199438,46.58144116,0.942692034,7.376,2.311258278,3191.335244,2.180716609,0.35005478,604,364.3375743
187B 1040,7B,1,7B_1,40,Ames-13753,59,16,18,93,108,35,36,50,43,118,22,11,242,5,3,5,3,7.262912379,2.882437675,4.735469068,13.47927459,831.1349665,26.5706536,38.40947885,57.29470744,59.07099222,37.15217648,62.49795212,32.76279442,9.82059148,43.08841372,1.113388081,8.26,3.428278689,2409.372385,2.826072922,0.348060345,488,354.6427046
187B 1041,7B,1,7B_1,41,Ames-13721,NA,NA,20,79,92,53,36,70,43,112,19,7,133,13,3,5,3,7.138816427,2.594656466,3.558748641,12.91732382,847.3367557,27.23479328,38.10354088,56.09576102,58.84596324,38.12506543,63.67636537,32.78745789,10.56307563,41.89166788,0.891036997,6.898,3.141078838,2196.060766,3.012100891,0.383926562,482,364.6174154
187B 1042,7B,1,7B_1,42,Ames-13745,44,10,27,81,97,51,36,74,43,131,28,5,140,15,3,5,5,7.710620692,2.794446292,3.625981772,11.67672469,832.3570493,26.33686518,37.5254859,59.06447739,62.46592256,37.2957824,62.50773133,33.18956713,10.80515337,44.62452766,1.018910996,8.726,3.337899543,2614.218878,2.760657152,0.31974434,438,377.5522066
187B 1043,7B,1,7B_1,43,Oro-de-Valle,44,8,27,79,92,57,36,76,43,142,28,5,140,15,3,3,1,7.560915779,2.454867297,2.791785599,12.45117353,862.0125933,28.26027787,40.38642565,62.83186201,58.59735552,35.23875312,64.47868566,34.30722182,9.933391934,46.97493118,1.03033461,8.275,1.872770511,4418.587302,1.946364784,0.380711879,841,311.1871726
187B 1044,7B,1,7B_1,44,Ames-13722,44,15,20,79,92,43,36,56,43,114,26,6,156,5,3,5,1,8.336765745,3.002704226,4.255877736,13.35423448,813.8343608,26.27810693,35.06852493,56.39619822,56.18138573,35.82532722,59.50001642,30.73625075,9.568127389,41.76477725,0.788033377,5.901,3.142566191,1877.764744,2.997480872,0.457372974,491,393.6685396
187B 1045,7B,1,7B_1,45,Ames-13735,NA,NA,25,79,93,49,36,63,43,118,28,5,140,5,3,5,5,8.084366738,2.702063956,3.689979251,12.65442656,814.0662457,25.95763355,36.32827765,56.38370775,57.41251537,36.15534058,60.17039156,31.23902023,9.653218921,42.25091403,1.409196942,11.136,3.603491272,3090.336332,2.959021245,0.380644225,401,301.3281164
187B 1046,7B,1,7B_1,46,Ames-13744,NA,NA,25,79,92,56,36,81,43,133,26,6,156,13,3,5,3,8.273775187,2.774300614,4.208164508,11.85144132,827.0817202,25.70197772,35.31444815,55.26271269,56.21045267,35.90011051,60.18170978,31.95061922,9.353260581,41.12628653,0.774254661,6.533,3.257907543,2005.274832,2.730726035,0.37001621,411,394.7591084
187B 1047,7B,1,7B_1,47,Ames-13749,46,13,28,87,100,49,36,70,43,148,39,7,273,5,3,7,1,8.353712959,2.709725824,3.867293537,12.87812571,846.9819676,27.24331205,38.91450651,56.41790708,57.88943445,37.75257749,65.34391919,31.92649746,9.593610354,42.80566707,1.05008237,8.154,3.185263158,2559.914078,2.806043247,0.358635376,475,331.1882502
187B 1048,7B,1,7B_1,48,PI-634917,59,12,20,91,105,49,36,71,43,134,17,6,102,15,3,3,1,8.080705087,2.545766883,4.110202351,12.87695671,844.633895,27.42879874,38.80645151,60.30081416,57.04063881,38.16475413,64.77418792,32.38036354,10.03913316,45.33661726,0.904091131,7.021,2.258015267,3109.367816,2.300497465,0.386035887,655,394.5831359
187B 1049,7B,1,7B_1,49,Ames-13738,NA,NA,20,79,93,57,36,76,43,143,29,10,290,1,3,3,3,8.571357901,2.84411297,4.20758804,15.3093024,798.1712549,26.48359639,36.25709074,55.53640024,54.01989656,35.50221692,59.81288371,29.59043303,9.019441694,40.83895292,0.94871747,6.197,3.863402062,1604.026684,3.213830765,0.37417783,388,338.745502
187B 1050,7B,1,7B_1,50,D-12258,54,15,33,102,116,41,36,55,43,147,41,7,287,13,3,5,1,7.827355316,2.443069965,4.956873515,14.70846826,827.0185595,27.70688256,39.79398535,61.66489078,50.76428222,37.46964722,67.0070747,32.02909414,9.244003942,46.97317315,0.917808419,6.24,1.963662791,3177.735011,1.886059541,0.34597221,688,408.4103393
187B 1051,7B,1,7B_1,51,D-12357,54,12,25,91,105,49,36,72,43,177,32,10,320,13,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.585,2.360068259,671.5907448,2.430282952,0.353220407,586,393.0449191
187B 1052,7B,1,7B_1,52,D-12167,50,21,27,98,112,37,36,55,43,154,42,11,462,13,1,1,5,6.953633758,3.330012512,4.665221215,15.37624273,861.8169943,28.52500085,39.13281249,53.70599156,52.14189392,33.79215281,64.25648539,30.6756179,9.849279792,40.26275624,0.298914159,1.944,1.688073394,1151.608696,1.833561608,0.367978296,763,366.7270568
187B 1053,7B,1,7B_1,53,CHEN-389,54,12,27,93,108,47,36,67,43,173,23,14,322,13,1,1,5,7.447505421,3.525032576,2.914968671,14.55334064,836.2459786,27.27331446,36.34221842,53.83935886,57.50487335,35.920443,60.56036155,29.23173344,10.6176745,40.38964837,0.149026208,1.024,2.576826196,397.3880743,2.673500246,0.314613585,397,389.1071001
187B 1054,7B,1,7B_1,54,D-12208,44,25,29,98,112,53,36,79,43,155,32,7,224,13,5,5,1,8.135975397,2.590063019,3.377778362,13.03779907,856.9151055,28.84828427,39.88377638,59.75380269,52.34547378,35.60197085,63.55788738,30.84988122,8.535962279,44.50787601,0.36466724,2.797,2.361818182,1184.257121,2.116290978,0.392192133,550,157.2260221
187B 1055,7B,1,7B_1,55,PUC-mix-green,54,7,18,79,93,40,36,58,43,132,31,8,248,13,3,1,5,8.210151384,2.881673796,4.310274112,13.7850644,821.8664155,26.57636237,37.2736846,56.87605363,55.61470006,36.21956583,62.19030897,31.20844848,8.811268239,42.80418791,1.127066865,8.176,3.702479339,2208.25,3.252873162,0.352652137,363,340.5744446
187B 1056,7B,1,7B_1,56,D-12037,42,22,27,91,105,47,36,72,43,137,46,10,460,13,3,5,1,7.432816461,3.410814218,3.432423637,14.24240504,838.3427205,27.38072844,40.06014554,57.73060101,56.62037259,37.66910967,65.54091625,31.03154311,9.761517353,43.73740334,0.433823658,3.046,2.364273205,1288.345185,2.220910573,0.384338984,571,415.2943187
187B 1057,7B,1,7B_1,57,CHEN-126,NA,NA,30,91,105,45,36,62,43,168,47,6,282,13,3,5,5,8.777073282,2.733857852,5.352238292,14.78149379,814.8553499,26.93092655,38.89212696,58.85702743,53.17467546,36.73273363,66.14721279,31.23377757,9.511648255,45.31674809,0.767898602,5.195,2.641547862,1966.649961,2.346690114,0.329230839,491,420.1627669
187B 1058,7B,1,7B_1,58,D-12087,59,20,19,98,112,51,36,69,43,171,24,10,240,13,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891,2.213759214,402.4827969,2.474592816,0.373649264,407,400.6360165
187B 1059,7B,1,7B_1,59,Ames-13730,59,18,21,98,112,47,36,74,43,187,42,6,252,5,3,5,1,8.15699495,2.69288267,4.355025705,14.35269712,846.9485322,28.04021925,39.90614074,60.08360591,55.33827015,37.57525062,65.73947757,31.73469946,10.11505281,46.16597479,0.930341827,6.482,2.224734043,2913.606695,2.440111,0.423433199,752,374.3249847
187B 1060,7B,1,7B_1,60,Ames-13743,NA,NA,25,79,92,46,36,67,43,107,24,5,120,15,3,3,3,7.307816298,2.571457813,3.221163777,11.1452236,869.2479113,27.42163354,39.45425648,60.9714612,59.68416161,39.2484379,66.27129987,34.73110836,10.56216767,46.845786,1.071613249,9.615,3.555873926,2703.976632,3.032814281,0.384729124,349,371.0193869
187B 1061,7B,1,7B_1,61,BO-58,52,12,27,91,105,42,36,63,43,137,29,12,348,13,3,1,3,8.647649529,3.012776783,4.922376803,16.07508029,808.2737877,26.8749799,39.70981193,59.71004277,54.47616071,NA,66.67039546,30.59737627,9.513497664,45.08831612,0.523404614,3.256,3.415204678,953.3835616,2.954459525,0.435762681,342,367.8819573
187B 1062,7B,1,7B_1,62,PI-634924,63,12,23,98,112,36,36,52,43,149,10,7,70,15,3,5,1,7.136840423,3.012542168,4.289616192,14.0184937,883.6413848,28.63050995,40.25258479,56.08063622,59.3814632,37.23048982,66.19195983,31.815653,10.75131463,42.52141372,0.490787464,3.501,2.004470939,1746.595539,2.175871942,0.354554552,671,363.6219407
187B 1063,7B,1,7B_1,63,Ames-13727,54,10,19,83,97,49,36,77,43,158,26,7,182,13,3,5,3,8.590803688,2.701459992,3.348080168,13.1758777,819.6831668,26.44575216,36.71201535,57.35452939,57.14923591,36.3250404,61.86674734,31.02227458,9.796745702,43.21002545,1.231022254,9.343,3.037861915,3075.518328,2.646379345,0.370828873,449,360.2247275
187B 1064,7B,1,7B_1,64,CHEN-33,46,15,18,79,92,41,36,60,43,116,24,13,312,1,3,1,3,7.037722688,2.507872123,4.089395066,12.8198109,879.7121359,28.84197464,41.13957885,61.16118487,54.71520281,36.04269982,65.97485499,33.67504182,9.895663955,45.80040217,0.839825812,6.551,1.802721088,3633.950943,1.689319722,0.357694154,882,399.1143313
187B 1065,7B,1,7B_1,65,Vikinga,NA,NA,25,79,92,46,36,72,43,92,24,6,144,15,3,3,5,7.924173452,2.48563857,4.351575472,13.62449732,834.7307949,26.83425955,38.01856345,60.33775511,51.70653841,36.86291199,63.26309027,32.32989292,9.576813922,44.90451604,1.453597619,10.669,2.995215311,3562.014377,2.543157868,0.384359458,627,346.4380813
187B 1066,7B,1,7B_1,66,PI-614885,NA,NA,18,79,93,51,36,75,43,157,31,7,217,13,3,3,3,8.033152672,2.61031659,3.913038093,11.85274663,838.2093436,26.21795848,36.66701739,57.2590816,57.7152705,38.77084324,62.58304499,32.09842247,10.10831623,43.12365445,0.841307956,7.098,2.985915493,2377.160377,2.581888528,0.34671539,497,375.3006394
187B 1067,7B,1,7B_1,67,PI-584524,52,9,30,91,107,47,36,70,43,162,33,7,231,5,3,5,3,7.158407924,2.453826607,4.194506488,11.74764133,860.0276244,27.27491127,39.14128829,60.46059662,57.55021457,39.04170097,64.86795561,34.35178925,10.0602467,45.79580324,0.761247158,6.48,2.228070175,2908.346457,2.331784805,0.3262999,684,397.103684
187B 1068,7B,1,7B_1,68,BO-16,50,9,22,81,97,48,36,68,43,135,31,6,186,4,3,5,5,7.618532617,2.60522525,3.932829136,14.04384011,834.6968532,27.65450287,38.22664135,58.38154812,53.92116908,34.81605525,61.9777213,32.57906211,9.25748614,44.50846201,0.879846583,6.265,2.246179966,2789.179894,2.147991213,0.39954513,589,334.3414337
187B 1069,7B,1,7B_1,69,D-12405,46,18,29,93,108,46,36,66,43,152,41,12,492,13,3,3,1,7.874867667,2.441418255,4.948992342,15.04800988,812.387493,27.1542397,39.42209287,60.9776403,50.39609874,36.66659337,65.1346108,31.79542393,9.274811945,46.08798678,1.133867544,7.535,2.444976077,3081.829746,2.351017547,0.348796719,627,386.0930626
187B 1070,7B,1,7B_1,70,Ames-13760,52,14,25,91,105,46,36,68,43,166,26,12,312,13,3,5,1,8.463234011,2.631780522,4.893613901,15.97370694,821.7949416,27.78210195,38.72371227,61.00609107,53.88432313,36.9988936,64.11953372,31.4687414,9.475249863,45.49901845,0.904910498,5.665,2.016248154,2809.673993,1.957072284,0.385289895,677,345.6888427
187B 1071,7B,1,7B_1,71,PI-510543,54,21,18,93,108,38,36,56,43,157,35,9,315,14,1,3,1,8.052520173,2.430594995,4.376217148,14.13695872,798.568207,26.23723328,38.65020849,62.95364331,52.30805932,37.01704793,64.46581582,32.26377907,9.368356644,47.09180669,0.860658047,6.088,2.165266106,2811.663648,1.878763699,0.367646471,714,338.2920013
187B 1072,7B,1,7B_1,72,D-12401,59,12,53,124,138,41,36,58,43,154,50,14,700,13,1,1,1,9.147904523,2.955277441,5.382186848,14.07482836,796.0316502,25.63774975,36.99675155,55.67623243,51.42183999,35.77458245,62.84879014,30.22131814,8.707522896,42.08879849,0.591565036,4.203,2.320534224,1811.220863,2.136194948,0.387010933,599,388.3082307
187B 1073,7B,1,7B_1,73,BO-13,61,22,NA,NA,159,51,36,71,43,185,37,15,555,15,3,1,1,7.943074985,2.977930557,4.672811088,13.48453912,825.8229314,26.69958564,36.99430474,57.29813502,53.32720522,35.86482411,60.57131473,31.3425533,8.870205328,41.78517793,0.822691732,6.101,2.489396411,2450.794889,2.578402054,0.318011977,613,403.8008942
187B 1074,7B,1,7B_1,74,CHEN-382,54,17,31,102,116,40,36,55,43,161,49,10,490,13,1,3,1,8.057937643,2.840345265,4.226717918,14.44114781,818.3147134,27.02574673,38.15501471,57.46189224,54.32183545,35.49344114,63.30051297,31.01320673,9.60761483,42.55600385,0.963657793,6.673,2.459662289,2712.974066,2.475253443,0.318568036,533,395.3377295
187B 1075,7B,1,7B_1,75,CHEN-147,54,10,34,98,112,46,36,66,43,145,48,8,384,13,3,3,5,8.274450693,3.051821336,3.090675167,13.5159506,834.9406549,26.37373954,36.62793585,56.16797555,51.47013207,34.79398704,62.24720522,29.78665717,9.7996997,41.38429121,0.396152512,2.931,1.655172414,1770.8125,1.93384886,0.316553266,899,421.2561569
187B 1076,7B,1,7B_1,76,CHEN-404,54,27,NA,NA,138,41,36,61,43,169,57,14,798,13,3,1,1,8.350056498,3.113206171,4.793512243,12.88896604,803.5812619,25.9900506,37.52530211,56.37443533,54.79700532,35.14780789,61.36789216,31.28201862,8.79357104,42.28437602,0.780298004,6.054,2.263543192,2674.567917,2.100991825,0.352966433,683,417.1400722
187B 1077,7B,1,7B_1,77,D-12411,54,27,17,98,112,39,36,52,43,129,32,12,384,13,3,3,3,7.79519011,2.795572201,4.98398818,14.36965804,864.5344311,28.51984754,42.35533415,56.82824191,50.85750627,38.97698714,65.71791641,30.59572168,8.562965569,43.47203647,0.343578524,2.391,1.512773723,1580.54041,1.779898266,0.328094964,548,244.8094203
187B 1078,7B,1,7B_1,78,D-12184,NA,NA,27,91,105,39,36,57,43,137,47,8,376,13,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.576,2.121297602,3571.398936,2.073400517,0.339135204,709,137.2756256
187B 1079,7B,1,7B_1,79,D-9973,52,23,23,98,112,44,36,66,43,169,29,10,290,13,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752,2.491467577,301.830137,2.727080861,0.315335456,293,380.5227648
187B 1080,7B,1,7B_1,80,D-12175,59,12,34,105,118,38,36,54,43,168,46,8,368,13,1,5,1,7.719786799,2.57196458,4.462907391,14.38652504,813.3180515,26.92592699,39.06057891,62.15097478,52.77226141,37.25403856,65.8186315,31.62916403,9.298230244,46.50761486,0.754860969,5.247,1.86939314,2806.793225,2.05942588,0.36711739,758,409.8617341
187B 1081,7B,1,7B_1,81,Ames-13726,NA,NA,20,81,97,42,36,63,43,143,36,7,252,14,3,5,3,8.34555037,2.452347688,3.806021457,14.49777424,802.4909812,26.63559789,36.49350205,58.20917848,55.38832852,36.79118949,60.01859678,30.52774421,9.87587187,42.61591874,1.068630939,7.371,3.510791367,2099.526639,2.831981435,0.352695095,417,271.5771964
187B 1082,7B,1,7B_1,82,D-12253,59,28,37,124,138,43,36,61,43,186,37,10,370,13,3,3,1,9.05696411,3.079620244,5.00535169,15.67174731,788.3750245,26.49907004,36.73284593,55.68317281,52.30730008,35.55394513,60.90531373,29.99205656,8.496755935,41.67718212,0.939991404,5.998,3.247311828,1847.066225,3.141429396,0.316689887,465,403.6286734
187B 1083,7B,1,7B_1,83,PI-665283,NA,NA,30,91,107,42,36,62,43,134,24,10,240,5,3,3,1,7.275660183,2.41662024,4.010437013,12.66348198,839.9088008,27.1069141,38.5590625,59.52287744,56.11944375,37.90025516,63.58758125,33.0716518,10.16712598,44.63087641,1.012698654,7.997,2.906197655,2751.705476,2.71731699,0.335437196,597,378.9393229
187B 1084,7B,1,7B_1,84,EMBRAPA-Brazil,NA,NA,25,75,89,50,36,67,43,82,23,4,92,15,3,5,3,8.519017228,2.577700597,4.391804187,12.87505446,821.0414663,25.97799047,36.85850859,56.84538959,53.42681101,36.66068976,61.4883258,31.11354336,8.846599967,41.94908175,1.297419238,10.077,2.678868552,3761.662733,2.387105418,0.324268225,601,382.9026834
187B 1085,7B,1,7B_1,85,D-12320,54,17,20,91,105,40,36,55,43,149,32,9,288,13,3,1,5,8.789985966,2.560441003,4.907430527,15.45606977,824.3216185,27.8087902,39.17659897,60.88449532,53.09609763,36.73631348,65.39057413,31.32508352,9.558589914,45.67656983,0.933546614,6.04,2.468686869,2446.644845,2.209771657,0.349227109,495,360.4602405
187B 1086,7B,1,7B_1,86,Nde-09,NA,NA,20,79,93,44,36,62,43,105,15,17,255,5,3,3,3,7.775360039,2.721290863,3.131281575,11.60512494,852.506268,26.50479227,38.55708276,60.0147402,58.94938655,38.62751016,63.7890311,33.56423339,10.56952954,45.54719795,1.240587856,10.69,3.854103343,2773.667192,3.09079518,0.381951263,329,335.4192026
187B 1087,7B,1,7B_1,87,Ames-13742,NA,NA,26,87,100,65,36,93,43,174,32,7,224,13,3,3,3,8.01822017,3.150189144,4.984696661,14.06364213,811.7798177,26.47482809,37.71019207,56.25880806,57.05744975,35.36180346,62.61863366,31.44003246,9.068373641,42.71045923,1.10230827,7.838,3.587692308,2184.691252,2.93009769,0.431628333,325,336.6385649
187B 1088,7B,1,7B_1,88,PI-665277,54,21,62,137,151,50,36,71,43,210,26,25,650,13,3,3,5,8.880589636,3.098868161,4.332428382,13.09305938,811.4192435,25.96880505,37.51198088,56.28682554,56.07159253,37.00543905,62.48638503,29.81597311,9.234362096,40.88136941,0.57557089,4.396,2.385585586,1842.734139,2.495371838,0.347394148,555,381.4026358
187B 1089,7B,1,7B_1,89,RU-2,NA,NA,25,79,93,46,36,67,43,87,23,5,115,15,3,3,3,7.480950315,2.399624361,3.734775679,12.30541139,861.0468111,27.71828805,40.40292405,62.47238406,58.27819374,38.57037061,66.11378953,34.13206955,10.40102855,47.58434005,0.977911043,7.947,2.381342062,3337.193814,2.245217515,0.369516269,611,372.9240271
187B 1090,7B,1,7B_1,90,D-12282,NA,NA,30,91,107,47,36,67,43,148,29,7,203,15,3,3,3,7.484197014,2.62737946,3.653024669,11.70422013,840.3842442,26.54375727,37.62785457,57.39430715,59.16797207,38.07477813,63.29382502,32.84865375,10.46968488,43.80172683,0.619504371,5.293,2.306153846,2295.163442,2.339678943,0.324149788,650,377.7924881
187B 1091,7B,1,7B_1,91,BO-17,59,10,22,91,105,40,36,62,43,139,17,18,306,15,3,3,1,8.035123763,2.764256862,4.850708249,14.36379371,825.2556259,27.2155137,39.0764747,59.01837398,56.25924988,37.63382754,64.79095434,31.90990711,9.418910935,44.73350258,1.126552341,7.843,2.278625954,3441.9866,2.679660124,0.321858757,524,407.8618596
187B 1092,7B,1,7B_1,92,CHEN-109,59,20,19,98,112,55,36,75,43,180,36,7,252,13,3,5,5,7.594651881,3.259275059,2.744335208,13.49490861,834.1925103,26.60941002,38.05237693,55.84984923,59.67000387,37.58209882,64.44798752,30.10367153,10.3606044,42.38144376,0.350732675,2.599,2.286415712,1136.713672,2.519142138,0.328759567,611,423.7381037
187B 1093,7B,1,7B_1,93,654,50,25,18,93,108,46,36,65,43,156,29,8,232,2,3,7,3,8.119067585,2.810909013,4.666516514,16.37679209,783.9637545,26.43749,37.81539746,57.36695251,54.60598725,35.31194863,62.29070664,30.15714085,9.520289249,43.38483577,0.840948274,5.135,3.63902439,1411.092493,2.977653805,0.375521813,410,277.2116628
187B 1094,7B,1,7B_1,94,CHEN-66,44,22,25,91,107,56,36,78,43,177,57,9,513,14,1,5,1,7.427349669,2.940692097,3.729898344,12.8761069,843.8601589,26.76413265,39.59736625,58.29087795,57.32847006,37.37361363,63.73340545,31.71450724,9.888341342,42.90425117,0.623847379,4.845,3.052738337,1587.099668,3.039574028,0.342179059,493,372.228178
187B 1095,7B,1,7B_1,95,PI-614888,46,18,27,91,107,48,36,70,43,156,33,9,297,3,3,3,1,7.732446494,2.157613632,4.549198961,14.33687787,849.2153694,28.69970288,40.39328385,62.35445754,52.75977782,37.09246143,66.57904961,32.78648534,9.747755044,46.74479248,1.07297194,7.484,1.952732644,3832.577912,2.103390487,0.369448111,677,387.053824
187B 1096,7B,1,7B_1,96,PI-634923,44,15,20,79,93,36,36,55,43,107,27,7,189,15,3,1,5,7.963751663,2.737798069,3.825169033,11.96689285,825.3533862,26.4142454,37.58346929,60.23493568,56.79715925,36.90266376,62.99463324,33.09828094,9.814976003,44.92106242,1.33012014,11.115,3.295165394,3373.123552,3.115984422,0.377312646,393,369.7327921
187B 1097,7B,1,7B_1,97,NSL-86649,44,15,32,91,107,49,36,69,43,118,22,17,374,1,3,3,1,7.917924252,2.469392482,4.587555537,16.00852239,822.4041359,27.96283936,39.61479587,59.51811329,51.28741942,34.45705169,63.48320332,31.57353056,8.741930641,44.86662346,0.921450549,5.756,1.642391304,3504.64593,1.773393777,0.388412723,920,362.0589295
187B 1098,7B,1,7B_1,98,BO-46-2,50,16,25,91,105,45,36,71,43,160,28,9,252,5,3,5,3,7.750998884,2.853280884,4.514917205,12.86832887,840.6847137,26.71342322,39.00211729,60.61257981,55.21481664,37.88111471,65.41786728,32.46750121,9.644160557,45.59605211,1.054173501,8.192,2.748971193,2980.023952,2.231321223,0.356709196,486,362.4642157
187B 1099,7B,1,7B_1,99,BO-29,61,3,15,79,93,44,36,67,43,123,18,17,306,13,3,5,1,7.595336763,2.351030348,4.059942705,12.82243952,841.2121536,27.19359197,40.13065263,59.95270833,54.96724568,37.75991562,65.0076001,33.08763126,9.099463831,45.29539052,0.993482614,7.748,2.787418655,2779.632685,2.655154503,0.332084473,461,372.181465
187B 1100,7B,1,7B_1,100,PI-614880,54,12,27,93,108,45,36,62,43,140,28,8,224,13,3,3,3,7.549317107,2.307544332,4.437539672,13.32685931,851.6865655,28.51793266,41.14047625,64.75078889,53.7480001,37.12442153,64.53038855,32.7213473,8.906843602,47.89809919,0.884237115,6.635,1.853483607,3579.745716,1.909350249,0.358122958,976,280.3715008
187B 1101,7B,1,7B_1,101,D-12183,61,18,26,105,118,42,36,61,43,217,41,21,861,13,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
187B 1102,7B,1,7B_1,102,CHEN-415,54,10,27,91,105,51,36,72,43,181,40,8,320,13,3,5,3,7.404654706,3.33487239,3.986160983,14.79965073,830.1448687,27.51177821,38.62304354,56.31643502,57.10491467,36.24403124,64.31165299,30.13201445,9.95192074,42.52225075,0.584290211,3.948,3.31773399,1189.96882,3.227238986,0.326172906,406,367.8008419
187B 1103,7B,1,7B_1,103,BO-03,NA,NA,25,71,85,51,36,76,43,93,23,5,115,14,3,5,5,7.353487531,2.434311761,3.565828068,12.35506792,832.6072061,26.37864218,38.59395742,59.80759298,55.89431333,37.71534827,62.75787821,33.74580476,9.188643649,44.88085028,1.403288614,11.358,3.539568345,3208.865854,2.752065144,0.366342078,417,320.3524654
187B 1104,7B,1,7B_1,104,CHEN-218,52,23,23,98,112,50,36,70,43,178,28,13,364,13,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261,1.887323944,138.2910448,2.346678002,0.354732653,142,401.0827258
187B 1105,7B,1,7B_1,105,NL-6,44,10,25,79,93,35,36,56,43,86,27,6,162,14,3,3,5,7.409641454,2.588397372,3.780169307,13.52731607,826.606605,26.59888509,38.07273377,58.72576933,55.43430526,37.45784717,63.01530134,32.48491113,9.107759321,43.57507914,1.313637664,9.711,2.9168357,3329.292768,2.744186497,0.354524037,493,366.9065197
187B 1106,7B,1,7B_1,106,CHEN-65,NA,NA,27,98,112,48,36,68,43,186,30,15,450,13,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA
187B 1107,7B,1,7B_1,107,BO-32,NA,NA,20,79,93,36,36,53,43,92,24,6,144,1,3,3,3,8.230154047,2.78759253,4.390315146,14.01713011,843.8490453,27.65047728,38.70658196,57.64459155,55.14175797,36.37845493,63.23524001,31.88749309,9.445518972,43.22935434,0.930176754,6.636,1.601156069,4144.505415,1.820497426,0.372643338,865,371.5271536
187B 1108,7B,1,7B_1,108,BO-31,42,19,18,79,92,47,36,68,43,105,19,6,114,15,3,3,3,8.299166513,2.668769387,4.230427069,13.70513464,845.4008237,27.62631846,39.245029,57.9012523,53.65602675,37.28721161,65.07543117,31.60099456,9.764232489,44.34577431,1.257720206,9.177,2.347107438,3909.919014,2.324847345,0.368111683,605,382.5544524
187B 1109,7B,1,7B_1,109,PI-634925,54,12,21,87,100,45,36,57,43,131,16,16,256,5,3,5,5,8.108411423,2.705427735,4.30065929,13.96992466,811.6655201,27.03666306,38.89590478,60.08267802,53.48036909,38.2452719,62.79428525,31.65924137,8.492825939,44.78231101,1.230610663,8.809,2.769983687,3180.163133,2.498835098,0.374115654,613,270.225139
187B 1110,7B,1,7B_1,110,CHEN-222,44,15,32,91,105,52,36,76,43,179,52,9,468,13,3,3,5,8.723146885,2.71781239,4.772438173,14.84233684,815.4066726,26.99750296,39.08972881,60.20408228,51.5442918,36.89031728,65.49133616,31.08162463,9.411025405,45.3725264,1.080225275,7.278,3.021645022,2408.621777,2.442019054,0.40467689,462,361.5193488
187B 1111,7B,1,7B_1,111,CHEN-64,44,17,30,91,105,50,36,67,43,119,20,14,280,1,3,3,1,7.910401322,2.673916253,4.9711054,14.65396643,839.6158953,27.95089229,39.46266965,57.73061842,51.00959363,35.49264577,64.3325866,31.33794841,8.882267156,43.09912245,1.164990331,7.95,1.706221198,4659.419311,1.805812173,0.391817104,868,372.047065
187B 1112,7B,1,7B_1,112,D-12119,50,21,22,93,108,41,36,53,43,146,42,10,420,13,1,5,3,7.953557521,2.67848093,4.513190984,15.55613981,816.9572622,27.2086585,39.91597733,60.53782409,52.57307624,NA,66.04581013,30.81231009,9.76497044,45.6625071,0.572777068,3.682,2.43620178,1511.369062,2.385857597,0.352455476,674,398.0496405
