FileName,gh,rep,RPid,entry,genotype,DaysToAnthesis,Anthesis,FruitSetRipening,DaysToMaturity,DaysToHarvest,ht_1,ht1Age_days,ht_2,ht2Age_days,ht_harvest,Infl_L,Infl_W,Infl_Area,inflorescenceColor,inflorescenceShape,inflorescenceDensity,inflorescenceLeafiness,Moisture,Ash.14,Crude.Fat.14,Crude.Protein.14,Total.AA.14.mgG,Histidine.14.mgG,Isoleucine.14.mgG,Leucine.14.mgG,Lysine.14.mgG,SAA.14.mgG,AAA.14.mgG,Threonine.14.mgG,Tryptophan.14.mgG,Valine.14.mgG,Protein.14_Yield,Yield_g,TSW,totalSeeds,AvgArea_mm2,AvgEccentricity,TotalCount,sumRGB
1834B 3124,34B,3,34B_3,124,Ames-13748,57,11,59,127,141,31,35,46,41,134,30,12,360,13,3,3,1,7.579125086,2.708325664,3.147904007,15.55527786,825.8102659,27.66160909,38.88278218,58.69608857,55.07184164,36.56821947,63.14839221,30.98566625,10.09969662,44.54061367,0.725342607,4.663,2.837686567,1643.239974,2.481347312,0.356359283,536,298.4079855
1834B 3125,34B,3,34B_3,125,CHEN-226,48,14,30,92,107,36,35,45,41,109,20,4,80,13,3,5,3,7.969806121,2.461462868,2.916696126,15.44998972,792.6804181,26.19679061,37.91388965,58.46594205,51.44348083,NA,63.64093402,29.43928581,9.616751972,43.15135074,0.770799987,4.989,3.284823285,1518.803165,3.109860471,0.321039771,481,445.9383473
1834B 3126,34B,3,34B_3,126,BO-30,42,16,12,70,83,45,35,63,41,93,16,30,480,15,3,3,5,7.494107558,2.582610626,3.572760723,11.702803,854.5345301,27.09832664,41.08350543,61.03517649,55.75605092,37.55253031,66.18522591,32.95028998,10.09555159,45.22580738,1.53564181,13.122,3.370454545,3893.243425,2.869754361,0.338261012,440,374.5231148
1834B 3127,34B,3,34B_3,127,Bouchane-4,33,9,20,62,83,51,35,68,41,78,28,6,168,15,3,1,5,7.489905833,2.767569618,3.753245229,15.03721017,833.0564928,27.6334954,39.72856847,59.3458967,54.18515667,37.35058511,64.02043266,31.17002812,10.02937313,44.64384851,0.952456892,6.334,3.25974026,1943.099602,3.290334619,0.369667983,385,387.8628698
1834B 3128,34B,3,34B_3,128,PI-614883,41,17,12,70,83,42,35,57,41,104,24,11,264,1,3,3,3,7.283336204,2.529772508,3.611631157,12.90454511,863.2424691,28.34879739,41.74321838,60.05799903,55.02643512,36.60400546,66.01716646,32.67973745,9.531442762,45.06282773,0.922933066,7.152,1.820478723,3928.636961,1.917469044,0.367800123,752,372.2819487
1834B 3129,34B,3,34B_3,129,D-12387,46,16,39,101,116,42,35,58,41,111,46,12,552,13,1,1,3,7.85141533,2.551170422,3.450316192,12.51344409,850.8989097,28.61924491,40.89586505,63.83373669,52.76843181,34.80131496,65.59100998,31.90191753,8.604313124,47.70363727,0.648822076,5.185,1.77852349,2915.339623,1.734678861,0.365726491,894,150.2774377
1834B 3130,34B,3,34B_3,130,CHEN-205,63,9,20,92,106,51,35,72,41,187,50,9,450,13,1,3,3,7.401094289,2.830731654,3.505296918,14.44302142,812.3008368,26.91617292,38.10144322,57.64186436,55.72559729,36.37331485,63.12918213,30.39448487,10.10771062,43.34689654,0.694998191,4.812,2.251412429,2137.324969,2.279610896,0.32643753,708,418.9006838
1834B 3131,34B,3,34B_3,131,CHEN-256,52,12,47,111,126,52,35,71,41,184,57,14,798,13,1,1,3,7.522105895,2.559261553,3.368010625,12.62120638,840.069249,27.0298218,39.86909783,60.23544658,54.20840232,39.09121873,67.77173038,31.78815527,10.21460647,46.86846492,0.555964141,4.405,2.246258503,1961.038764,2.191030168,0.313529787,735,428.8077111
1834B 3132,34B,3,34B_3,132,D-12289,50,12,39,101,116,38,35,47,41,110,36,6,216,13,3,1,1,7.403873035,2.729157892,4.475826343,13.91661306,849.3897564,28.13761214,40.72192896,58.62613873,53.53127119,37.83478185,67.88190084,30.96729036,10.57541412,44.86179237,0.445053286,3.198,2.274074074,1406.286645,2.169713568,0.329384404,675,387.9496819
1834B 3133,34B,3,34B_3,133,Ames-13761,46,18,8,72,86,50,35,67,41,143,32,5,160,5,3,5,3,7.029087179,2.616255742,2.781419344,11.30229994,862.6423019,26.91573714,39.4977968,60.45179879,60.37398234,39.90678783,65.26863245,33.86295818,10.59446246,46.24924255,0.820094884,7.256,2.851503759,2544.622281,2.657044737,0.319888557,532,413.7373894
1834B 3134,34B,3,34B_3,134,Ollague,41,19,12,72,86,50,35,71,41,135,26,6,156,13,3,5,1,8.095284514,2.602591133,1.795642341,16.40269474,787.5639952,26.18990153,37.15794658,56.90566756,52.31603537,NA,61.49761228,28.67684679,9.557103081,42.04314257,0.647250334,3.946,4.005434783,985.1614654,3.465671394,0.41639967,368,437.6151069
1834B 3135,34B,3,34B_3,135,Ames-13740,43,15,12,70,83,43,35,60,41,123,33,6,198,5,3,7,3,7.567084933,2.308706489,2.833874249,11.63267904,853.1938048,26.93329177,40.63335862,62.33794028,57.01549996,39.49636903,66.65254846,33.46018999,10.78940374,47.19525422,1.137559683,9.779,3.265822785,2994.344961,2.837218136,0.371681003,474,372.8291593
1834B 3136,34B,3,34B_3,136,D-12040,37,21,14,72,86,56,35,80,41,138,47,8,376,13,3,5,1,7.837256226,2.692243967,2.942090329,14.86528235,817.6729176,27.26400797,39.08924423,59.44760299,55.37453545,37.46104937,64.55018797,30.54541412,10.03975972,44.47487944,0.991514333,6.67,4.202416918,1587.181884,3.581409528,0.361048757,331,416.4572377
1834B 3137,34B,3,34B_3,137,Ames-13751,43,13,14,70,83,52,35,70,41,135,22,26,572,5,3,1,3,7.180060599,2.455693093,2.972439757,12.9687894,861.3002795,28.03927198,40.37512137,63.44727114,59.01253191,36.75828087,64.7443152,33.62243149,10.38571265,46.91684709,1.207134917,9.308,2.92706334,3179.979016,2.303068303,0.353793226,521,313.6363047
1834B 3138,34B,3,34B_3,138,PI-614929,40,20,51,111,125,51,35,76,41,191,47,11,517,13,3,1,1,8.0092988,2.719571321,3.857911198,16.24778432,807.2877829,27.27730145,40.06941487,61.44891809,53.45369375,NA,67.2127121,29.95016218,NA,45.7742044,0.558923781,3.44,2.560934891,1343.259452,2.437025032,0.374211574,599,396.7651504
1834B 3139,34B,3,34B_3,139,NSL-91567,42,14,12,68,81,47,35,70,41,104,32,6,192,5,3,5,5,7.400798959,2.538142786,4.015579725,14.81509976,837.8512385,28.03763518,40.12914723,59.62125085,55.80721999,37.48228173,65.84127768,31.87576938,10.30232301,45.30227334,0.968166769,6.535,3.229910714,2023.275743,2.915228744,0.330106199,448,374.1005604
1834B 3140,34B,3,34B_3,140,PI-614884,39,17,16,72,86,45,35,65,41,99,22,6,132,13,5,7,1,8.017415503,2.56047287,3.293769433,15.5540559,822.5952592,27.73511732,38.82922945,57.7149854,54.41531362,NA,65.39954693,29.39932373,10.20455464,42.87932347,0.553257768,3.557,3.830663616,928.5597372,3.462839502,0.389668568,437,428.1495117
1834B 3141,34B,3,34B_3,141,PI-634921,39,15,16,70,83,46,35,72,41,109,24,10,240,5,3,5,5,6.924492736,2.708435984,3.036987167,12.28127589,829.6916512,26.53788273,38.81445765,57.38298672,57.89508241,37.36320246,62.78380487,32.83256775,10.47547811,44.48658291,1.454471504,11.843,3.594805195,3294.476156,3.396947775,0.344693872,385,382.1066392
1834B 3142,34B,3,34B_3,142,PI-596498,50,14,NA,NA,116,45,35,61,41,174,61,9,549,13,3,1,1,7.53688608,2.671031686,4.017942811,13.55744417,826.7758616,26.5881555,39.83853106,63.39689032,52.04109105,38.70054409,67.27297781,31.33120167,10.00521378,46.58731767,0.671093486,4.95,2.463028169,2009.721229,2.389659483,0.327470462,568,424.2623087
1834B 3143,34B,3,34B_3,143,CHEN-342,46,18,28,92,106,47,35,63,41,177,68,10,680,13,1,3,3,7.034742196,2.738034855,3.387332925,13.42853998,832.8783675,27.16620564,39.12487846,59.05362985,55.99267868,36.25908701,63.91814137,31.12717802,10.34578684,44.26446209,1.004723361,7.482,1.872619048,3995.473617,2.078561404,0.281234785,840,408.3720153
1834B 3144,34B,3,34B_3,144,PI-510533,62,10,55,127,141,42,35,56,41,143,22,12,264,13,5,3,1,7.542001037,2.763084443,4.304115321,16.51269779,849.4134937,29.64638141,39.47468543,55.05098815,54.74113802,34.14799126,64.37761112,29.96314007,NA,41.37151102,0.37483824,2.27,1.704069051,1332.105644,1.975751123,0.30210599,811,345.0462398
1834B 3145,34B,3,34B_3,145,D-11924,39,21,12,72,86,45,35,60,41,139,52,7,364,14,3,3,5,7.846674006,2.709245344,3.749516127,15.50638301,809.7644243,26.88635185,38.8621828,60.33201585,52.10438961,NA,65.7266862,29.78285939,9.901511382,44.70482814,0.725853789,4.681,2.047058824,2286.695402,2.18624554,0.340240756,765,411.9567968
1834B 3146,34B,3,34B_3,146,D-10005,48,20,33,101,116,51,35,69,41,149,35,7,245,13,5,3,1,7.787511947,2.932450549,4.073721519,16.45965468,828.3388781,28.13237102,40.43816165,59.19664324,53.92558568,NA,65.73219817,30.01514354,NA,44.41903692,0.713855223,4.337,3.266666667,1327.653061,3.149698997,0.333609391,450,394.6401027
1834B 3147,34B,3,34B_3,147,Ames-13758,50,14,20,84,97,51,35,72,41,156,28,13,364,5,1,1,3,7.115675353,2.492609789,3.143122144,12.98956878,840.0320273,27.27689533,38.64423259,58.26118709,58.34818141,38.83649929,64.28270429,32.45601382,10.23230082,44.55132106,1.079822853,8.313,2.657794677,3127.781116,2.664691204,0.35492841,526,400.8618517
1834B 3148,34B,3,34B_3,148,D-12176,50,14,37,101,116,43,35,60,41,144,23,9,207,13,3,7,3,7.765648292,2.653106231,3.265677063,14.86187029,800.5244494,26.57414404,37.60098788,57.0797476,54.28435683,37.86766873,63.30653984,29.50702407,10.01449206,42.59624047,0.578869848,3.895,2.350157729,1657.33557,2.536817371,0.308786313,634,426.6658096
1834B 3149,34B,3,34B_3,149,D-12166,50,14,37,101,118,42,35,57,41,144,54,8,432,13,1,3,1,7.616440882,2.370661516,3.913255743,13.97164515,809.914301,27.25683708,38.41868085,60.51205916,52.21142695,36.82276056,64.75841754,31.29954484,9.79004586,45.67682861,0.852968936,6.105,1.806598407,3379.278967,1.903227097,0.310043759,879,421.6336416
1834B 3150,34B,3,34B_3,150,CHEN-128,48,12,14,74,88,42,35,62,41,159,65,20,1300,13,3,3,3,7.585198767,2.588407476,3.360848589,15.10367838,813.8836465,27.31925264,38.36555953,58.74538969,54.98594856,37.10465193,63.93220759,30.9609541,9.943212473,44.46969993,1.202252799,7.96,2.294025157,3469.883482,2.460155046,0.35488284,636,433.0130991
1834B 3151,34B,3,34B_3,151,D-12214,NA,NA,NA,NA,187,NA,35,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
1834B 3152,34B,3,34B_3,152,PI-510549,39,21,16,76,92,37,35,53,41,129,48,8,384,13,1,3,3,7.974650021,2.763271856,3.717410111,12.95626385,808.6028141,26.88117242,37.86228463,58.96137469,50.58555643,33.14465965,62.23119673,30.34703496,8.557084379,44.31593916,0.616459034,4.758,2.145299145,2217.87251,1.92811307,0.353181923,702,216.1899355
1834B 3153,34B,3,34B_3,153,Real,38,14,20,72,86,49,35,68,41,139,38,9,342,13,1,3,1,8.133822035,2.519128442,3.046004409,17.24364268,797.0099537,27.43310887,NA,59.26250696,NA,NA,NA,29.48200641,NA,44.45187995,0.762341443,4.421,4.487935657,985.0854241,3.728821085,0.441992386,373,402.8840565
1834B 3154,34B,3,34B_3,154,CHEN-91,54,10,28,92,107,43,35,61,41,145,28,9,252,13,5,5,3,7.916996411,3.004258716,4.24815675,16.91139616,791.0867021,27.22432034,38.72111508,59.28726647,NA,NA,63.80890275,29.40558891,NA,43.7887225,0.8200336,4.849,3.61878453,1339.952672,3.620678317,0.32689907,362,388.230139
1834B 3155,34B,3,34B_3,155,CHEN-162,42,18,41,101,116,46,35,69,41,145,55,8,440,13,3,1,1,7.522765964,2.496650422,2.363576473,15.63495801,790.2699637,26.62138814,36.43534932,60.6733388,52.16084592,33.81121879,60.85692633,30.97786503,9.542702609,45.94049595,0.940442724,6.015,1.957126304,3073.383659,2.171077717,0.347136554,863,343.3183522
1834B 3156,34B,3,34B_3,156,CHEN-361,48,14,49,111,126,47,35,63,41,149,48,16,768,13,5,1,1,7.341759564,2.637003246,4.239946614,13.80701199,854.740748,28.35820659,39.91009906,58.36380368,54.08458874,37.8684581,66.9629645,31.29718888,10.66896672,44.32835381,0.514311197,3.725,2.595323741,1435.273735,2.587061463,0.325272307,556,392.8601425
1834B 3157,34B,3,34B_3,157,CHEN-219,41,21,22,84,97,54,35,78,41,148,41,6,246,13,3,5,5,7.735187952,3.026222742,0.441800155,14.31908622,812.895762,26.94852112,36.36840385,54.54811412,56.08615672,34.59598363,58.4205186,29.00443352,10.55170978,41.02627244,0.143477244,1.002,3.274509804,306,3.201337098,0.35083706,306,442.663397
1834B 3158,34B,3,34B_3,158,D-12160,NA,NA,47,127,141,46,35,65,41,178,30,18,540,13,3,3,1,7.482962501,2.909082061,2.989266796,14.02847651,847.1575991,28.08236314,39.16857214,56.54320715,57.57432652,36.98674208,65.03069206,29.90020316,10.95625897,42.40797585,0.321532682,2.292,2.984220907,768.0396563,3.003343162,0.326535741,507,401.6905969
1834B 3159,34B,3,34B_3,159,CHEN-437,64,16,31,111,125,38,35,54,41,149,51,7,357,13,1,1,1,7.868032369,2.838804134,3.701627835,15.45062337,809.0976087,26.57099657,38.08959027,56.64589693,51.00694028,NA,64.01459148,28.7627224,9.807591778,42.73777629,0.3519652,2.278,2.422965116,940.1703659,2.49889056,0.326567733,688,423.777705
1834B 3160,34B,3,34B_3,160,Ames-13733,50,14,20,84,97,51,35,75,41,163,42,5,210,5,3,3,5,7.357396686,2.368025183,2.945071545,11.63171857,861.9509728,27.73323511,41.51382846,64.17772742,60.8078833,40.3353595,69.09585618,34.04017824,11.30269531,48.66494465,0.942867107,8.106,2.887681159,2807.096612,2.583928784,0.32279466,552,380.6856414
1834B 3161,34B,3,34B_3,161,CHEN-71,42,18,32,92,107,47,35,67,41,162,61,6,366,13,3,1,1,7.856477969,2.536022522,3.673660585,14.59037184,825.4335208,27.89282859,40.23928417,61.28418005,55.66735621,38.27221601,67.32053073,30.6190931,10.60131564,45.84827153,0.61133658,4.19,2.859459459,1465.311909,2.776184347,0.315258208,555,409.3641957
1834B 3162,34B,3,34B_3,162,D-11943,74,NA,NA,118,133,46,35,63,41,160,43,10,430,13,1,1,3,7.722868036,2.826673987,3.226663442,14.69541836,829.7215211,27.41818516,37.76949635,56.71008578,53.43861232,36.75867253,64.05779936,29.27166906,10.24010767,42.7023384,0.18369273,1.25,2.200704225,568,2.346405083,0.333987293,568,406.788789
1834B 3163,34B,3,34B_3,163,D-12416,51,29,21,101,116,36,35,48,41,135,31,8,248,13,1,5,1,7.333684839,2.4425069,3.990986556,12.80967582,844.9705206,27.91052457,39.91276356,60.70744247,54.66712292,38.057399,67.47601526,31.8913224,10.32281933,46.53637694,0.543898835,4.246,1.940821256,2187.733665,2.018114611,0.35182694,828,388.2993293
1834B 3164,34B,3,34B_3,164,LP,43,49,19,111,125,46,35,67,41,185,54,11,594,13,3,1,1,7.650396489,2.79038533,2.381283028,14.15717127,820.9918035,26.59062724,37.98718463,56.41489947,54.13631556,37.11535137,63.53078651,29.07243272,10.24813068,42.34881065,0.288098435,2.035,3.062098501,664.5769231,3.204824241,0.317183942,467,437.6211615
1834B 3165,34B,3,34B_3,165,BO-51,44,24,59,127,141,54,35,76,41,123,21,10,210,3,3,3,1,7.501152412,2.286176061,4.016586951,15.05109743,838.2820641,28.69426541,40.93189013,62.67205773,54.04705234,37.08919087,66.09261769,32.2264597,10.25209096,47.28302589,1.362876872,9.055,2.218253968,4082.039356,2.166771377,0.349520022,756,333.4924627
1834B 3166,34B,3,34B_3,166,D-12354,48,16,37,101,116,45,35,58,41,158,34,7,238,5,1,1,1,7.961135815,2.534424706,3.643120731,15.9221478,815.7249022,27.08094331,38.86860202,57.87097405,52.00470912,NA,66.03487425,29.78178956,9.539560443,43.97947164,0.727005269,4.566,2.284591195,1998.60702,2.503831414,0.313528022,636,444.3779405
1834B 3167,34B,3,34B_3,167,D-11965,53,11,63,127,141,43,35,59,41,132,20,14,280,15,3,5,1,7.663100461,2.720210207,3.842109808,16.55394928,808.3942626,27.50295402,38.24406585,55.62025428,54.74553601,NA,63.46772732,29.62459222,NA,42.44842475,0.626401441,3.784,1.952586207,1937.942605,2.088469899,0.340499418,696,404.5756093
1834B 3168,34B,3,34B_3,168,D-12409,50,12,30,92,107,39,35,52,41,134,50,8,400,13,3,3,1,7.832192826,2.576998567,3.78446596,15.0546983,811.6452613,27.06173692,39.39395004,60.6989225,50.92795047,38.18608714,66.26649146,30.14358603,9.691628654,45.45388011,0.762369922,5.064,1.941624365,2608.12549,2.068653414,0.307115692,788,439.9474217
1834B 3169,34B,3,34B_3,169,D-11889,39,13,14,66,80,46,35,68,41,90,19,7,133,5,3,3,3,6.981538595,2.443015201,2.901968452,11.81348754,839.7505844,26.84199871,39.90194415,61.39171236,60.15837834,38.4126449,64.79496133,33.80863097,10.8659502,45.95205341,0.937163967,7.933,3.227990971,2457.565734,2.781836836,0.399905568,443,306.7615715
1834B 3170,34B,3,34B_3,170,CHEN-220,46,16,30,92,107,46,35,60,41,119,38,9,342,13,1,1,1,8.086436655,2.717026527,4.610489581,17.39413165,814.3408597,27.75535959,NA,58.43194749,50.86163066,NA,NA,28.99091118,NA,43.56743941,0.515214179,2.962,1.942819149,1524.588638,2.094303464,0.301970512,752,436.3946609
1834B 3171,34B,3,34B_3,171,CHEN-224,48,22,NA,NA,149,NA,13,NA,19,157,35,9,315,13,3,3,1,7.520424801,2.819299027,4.714901437,16.9771073,794.2854404,27.39116519,38.80404476,57.50402201,NA,NA,64.33898704,30.16708467,NA,44.25755975,1.15665032,6.813,3.04047619,2240.767424,2.981459517,0.296637798,420,407.00419
1834B 3172,34B,3,34B_3,172,PI-634919,43,21,8,72,86,51,35,75,41,132,25,10,250,15,1,3,3,7.583652663,2.650033509,4.914197009,16.95929639,852.8842276,29.08410156,NA,57.69419626,NA,NA,NA,30.71945669,NA,43.54114698,0.475538671,2.804,1.684444444,1664.643799,1.96911245,0.33466636,900,365.9547438
1834B 3173,34B,3,34B_3,173,Ames-13723,38,20,12,70,83,43,35,61,41,105,27,8,216,5,3,5,3,6.982079157,2.588721676,2.504344447,10.94136702,837.4407506,26.4451829,37.66689003,60.13582545,61.84679864,36.49681106,62.62947138,33.7776573,11.304924,45.50795116,0.885484833,8.093,2.67791411,3022.128293,2.491613032,0.337523879,652,372.3903395
1834B 3174,34B,3,34B_3,174,CHEN-225,49,11,12,72,86,55,35,76,41,171,36,9,324,13,3,5,3,7.043989624,2.862983616,3.812959263,15.26103368,839.5867687,28.13600873,39.68844745,59.03935945,56.19024621,34.57348534,62.77860648,30.73968277,NA,44.3847515,0.493541829,3.234,2.818815331,1147.290482,2.582864528,0.39656208,574,308.6261217
1834B 3175,34B,3,34B_3,175,BO-63,39,13,16,68,81,46,35,62,41,98,28,13,364,5,3,3,5,7.49031549,2.775507195,4.689710642,16.55321936,827.9898225,27.88730224,39.56182351,59.11535158,52.60350489,35.34324774,63.08586728,31.25792534,9.294024819,43.9286641,1.716072251,10.367,3.467120181,2990.089601,3.107612101,0.360717801,441,351.2881033
1834B 3176,34B,3,34B_3,176,BO-42,46,14,12,72,86,42,35,61,41,121,19,8,152,5,3,5,3,6.717840681,2.63156248,3.077097579,11.35568339,857.0695521,26.65090082,39.0192702,57.2165606,61.64224871,38.27068994,63.73850098,33.20119609,11.34787074,44.51646091,1.021670835,8.997,2.807183365,3204.991919,2.66535028,0.314585639,529,394.7657348
1834B 3177,34B,3,34B_3,177,D-12397,48,14,30,92,106,45,35,67,41,163,39,15,585,13,3,1,3,7.428892109,2.747267836,4.152346848,15.24014785,834.9539944,28.03174011,40.27780236,61.4061502,53.50270633,37.05480975,66.1605817,31.3465246,9.604107216,45.93783305,1.229422727,8.067,2.746428571,2937.269181,2.842721849,0.309835289,560,370.9640513
1834B 3178,34B,3,34B_3,178,D-12229,41,21,12,74,88,50,35,68,41,146,28,9,252,13,3,5,3,7.516561968,2.964957666,3.28041546,15.79827591,817.8589149,27.48681699,39.15602714,58.79702466,54.92035865,36.3232596,63.35794131,30.61214539,NA,44.13034467,1.014565279,6.422,3.648293963,1760.27482,3.303471083,0.334127682,381,391.6000084
1834B 3179,34B,3,34B_3,179,Titicaca,36,8,20,64,88,46,35,69,41,94,25,6,150,5,3,5,5,7.540447996,2.545522739,3.67125556,15.36249789,815.7303353,27.63662903,38.9407669,59.61874678,54.15349847,36.61119516,62.90220466,31.35047766,9.432245997,44.83146722,1.549461537,10.086,3.540540541,2848.717557,3.28361072,0.329209294,444,363.4934574
1834B 3180,34B,3,34B_3,180,Ames-13737,42,18,12,72,86,41,35,59,41,118,23,11,253,5,3,5,3,6.781371027,2.499462943,3.538701736,11.50988145,827.591417,26.29138483,38.4684271,58.16122324,58.60079211,37.56667914,62.11779314,33.07042793,10.93314358,44.55050811,0.838149567,7.282,2.642458101,2755.767442,2.613426956,0.320854654,537,394.003957
1834B 3181,34B,3,34B_3,181,BO-11,34,17,17,68,81,41,35,63,41,114,35,8,280,14,3,3,5,7.368262419,2.713835644,3.522498523,15.42558664,812.811609,26.95682493,38.77487006,59.16016816,53.93597961,35.77827866,62.03043052,31.34462838,9.295498809,44.60210433,1.367324,8.864,3.031365314,2924.094948,2.564667231,0.370142838,542,346.5179344
1834B 3182,34B,3,34B_3,182,CHEN-322,48,14,NA,NA,97,45,35,60,41,118,26,8,208,13,3,5,3,7.791776995,2.50835235,3.619809032,15.07247469,802.0088073,26.56830624,38.52395037,58.67028917,53.09819959,38.36957759,65.40986786,30.21227384,9.663423398,45.00450839,0.749101992,4.97,2.005235602,2478.511749,2.202238319,0.320519724,764,427.7935837
1834B 3183,34B,3,34B_3,183,PI-614920,42,14,16,72,86,46,35,66,41,141,42,8,336,13,3,3,5,7.735396784,3.237673351,2.626242559,14.95017059,830.2529358,27.78455475,38.69859607,55.09301112,58.63584919,36.87407755,64.9147384,29.34690265,10.45939302,42.20723256,0.325016709,2.174,NA,NA,3.923711657,0.410963969,279,431.1658229
1834B 3184,34B,3,34B_3,184,D-12201,48,14,49,111,126,47,35,66,41,153,58,13,754,13,1,1,1,7.525378716,2.85540124,4.45615352,14.69165828,811.3134009,27.07159182,40.34874109,60.40338083,55.43792127,36.7782939,66.95421246,31.52584207,9.917987766,45.28397556,0.935270966,6.366,2.461389961,2586.343529,2.225057892,0.357098057,518,412.2866218
1834B 3185,34B,3,34B_3,185,PI-614882,46,14,12,72,86,46,35,66,41,147,28,7,196,13,3,1,5,7.139986293,2.864189661,3.43459329,14.1730346,830.4820417,27.04784693,39.10082316,57.11920014,56.52819491,35.09416284,62.16390916,31.37689906,9.397204473,42.82240032,0.847122278,5.977,2.811839323,2125.654887,2.709893646,0.36228407,473,348.7507487
1834B 3186,34B,3,34B_3,186,PI-478408,40,20,14,74,88,46,35,66,41,148,56,5,280,13,5,5,1,7.614286984,2.794755564,2.696164219,13.25468408,884.4753185,29.59227262,39.32039472,53.91129202,58.50190335,35.34328696,64.77920217,30.47809092,NA,41.50953629,0.17787786,1.342,3.23373494,415,3.002551537,0.440214772,415,323.6313768
1834B 3187,34B,3,34B_3,187,CHEN-174,44,16,41,101,116,48,35,70,41,171,58,10,580,13,3,1,1,7.682756392,2.561579197,4.246609105,15.60463306,833.3108478,28.50526546,40.32666578,61.73912609,54.32682834,36.52035093,65.83252177,31.39732416,NA,45.50621735,1.005406508,6.443,2.73853211,2352.720268,2.557189787,0.342214567,654,362.7319483
1834B 3188,34B,3,34B_3,188,D-11953,50,14,47,111,125,44,35,66,41,189,51,11,561,13,1,1,1,7.342373834,2.683138902,3.523913671,11.96649024,848.203336,26.83564917,39.50305065,60.22896071,54.34472419,38.70577469,66.81862519,31.25743869,10.53945914,45.30832785,0.390107582,3.26,1.994542974,1634.459644,2.167549808,0.297297941,733,408.7705753
1834B 3189,34B,3,34B_3,189,PI-634920,49,13,12,74,88,42,35,66,41,138,21,7,147,5,3,5,3,6.917215756,2.603531293,3.166623503,12.73246583,848.4296861,27.23451021,39.53506517,60.56634742,57.53034163,37.95299199,63.86992698,33.31372587,10.50156774,46.12492231,0.994405581,7.81,2.521381579,3097.508154,2.296888828,0.366556166,608,363.8674006
1834B 3190,34B,3,34B_3,190,D-12431,46,14,14,74,88,51,35,72,41,185,36,11,396,13,3,3,5,7.145598402,2.831103872,3.537643242,15.67149023,818.6718279,27.2857518,39.08255652,59.1509944,56.58669989,36.339732,63.2012286,30.81619901,NA,44.02481448,1.111892232,7.095,2.779047619,2553.032899,2.707058078,0.342082613,525,384.4199264
1834B 3191,34B,3,34B_3,191,Ames-13732,55,19,27,101,116,35,35,53,41,158,24,5,120,5,3,5,3,7.422557145,2.449904324,3.41253476,14.18900075,825.7513016,27.74117738,39.00992926,61.37537337,55.99415582,36.78184153,63.78906831,31.95553734,10.21843373,45.61527829,1.048709045,7.391,2.436548223,3033.389583,2.45014793,0.408047687,591,377.9831362
1834B 3192,34B,3,34B_3,192,CHEN-406,50,12,49,111,126,45,35,62,41,168,55,9,495,13,1,1,1,7.51839849,2.598729636,3.534116927,13.87753805,831.0845698,27.48528839,38.84427628,58.46304723,56.15403387,37.73968539,65.84458046,31.34522018,9.996671859,44.29080175,0.549828058,3.962,2.051873199,1930.918539,2.315259719,0.313428016,694,432.7073376
1834B 3193,34B,3,34B_3,193,D-12361,50,14,37,101,116,42,35,56,41,139,34,11,374,13,3,3,5,7.511977021,2.954297261,3.587336781,15.6238178,829.0070234,28.04038462,39.38699539,56.6794746,55.07766433,35.99915252,64.2721961,30.63993023,9.604218427,44.14748368,0.930554588,5.956,3.133200795,1900.931472,3.049042798,0.332072133,503,363.0528881
1834B 3194,34B,3,34B_3,194,CHEN-7,43,17,10,70,83,43,35,65,41,117,18,19,342,14,3,5,5,7.337193881,2.616500362,3.920185243,15.55333351,828.0109645,27.61182765,39.38600269,58.70961396,54.33371694,36.62092392,63.11630471,31.81195825,9.83348093,44.50127859,1.372115082,8.822,2.910358566,3031.241615,2.656776163,0.345147388,502,365.6263049
1834B 3195,34B,3,34B_3,195,D-12123,44,20,71,135,148,55,35,79,41,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
1834B 3196,34B,3,34B_3,196,CHEN-471,48,16,10,74,88,46,35,65,41,152,36,9,324,13,5,1,5,7.446666408,3.452797305,2.346810455,14.21176776,824.4916565,26.71687656,36.96805559,56.22614394,59.07079742,35.81952385,60.4528896,28.55396557,10.73366304,41.1758814,0.149507797,1.052,1.677830941,627,2.240751265,0.346705263,627,391.4868386
1834B 3197,34B,3,34B_3,197,D-12341,52,12,28,92,107,41,35,51,41,119,25,6,150,13,3,1,1,7.82672575,2.537413924,3.929572352,15.47995048,822.657527,27.5771571,39.11124317,58.40628677,51.84714356,36.80862801,65.6449539,29.75999644,9.984464542,43.72711213,0.433593413,2.801,1.664785553,1682.498983,1.707338289,0.333219692,886,411.5681855
1834B 3198,34B,3,34B_3,198,D-10004,43,15,18,76,92,52,35,77,41,186,45,13,585,13,3,5,1,7.444916267,2.937267826,4.417274788,17.4228723,829.5212207,NA,NA,61.61757615,NA,33.43808398,NA,NA,NA,NA,0.916965769,5.263,2.016624041,2609.807229,1.914933171,0.40813369,782,329.1430398
