"","Yield_g","TSW","Lysine.14.mgG"
"732",4.566,1.678571429,51.10270137
"733",6.206,1.758333333,53.16579247
"734",3.398,2.163870968,51.65923193
"735",3.287,2.009779951,51.04897348
"736",7.329,1.933962264,53.16560569
"737",4.162,3.401606426,56.71809747
"738",7.96,3.015904573,58.76921322
"739",8.014,3.154676259,62.72432872
"740",2.519,1.405222437,50.96412823
"741",10.89,3.552763819,57.7463098
"742",4.667,1.978510029,50.50621132
"743",5.151,2.090177134,52.91246189
"744",0.695,1.941340782,50.94799303
"745",5.882,1.88121547,50.83031193
"746",13.562,3.476923077,57.4330337
"747",6.72,1.658296943,53.70182595
"748",7.239,2.036873156,55.24517442
"749",8.464,2.376093294,52.16821658
"750",8.071,2.785185185,53.84190782
"751",7.635,3.310843373,55.37266212
"752",7.002,2.720792079,58.47042042
"753",4.698,2.737270876,55.29656854
"754",8.513,4.223529412,52.9496099
"755",7.439,2.608540925,58.32939513
"756",9.432,3.659955257,53.66636132
"757",5.927,3.494145199,54.44996213
"758",5.914,2.368338558,56.15391407
"759",9.926,3.219101124,54.19267845
"760",7.91,3.636792453,56.34110196
"761",6.194,3.010526316,58.93345007
"762",7.659,2.989626556,64.04819899
"763",10.232,4.09273183,56.83227709
"764",6.527,3.208333333,55.09649988
"765",10.414,4.002857143,57.80456273
"766",6.682,2.387755102,52.95307997
"767",6.94,2.964656965,57.37439588
"768",10.47,3.988814318,57.22467095
"769",6.881,3.865525672,55.05443928
"770",4.583,1.70713525,52.84485597
"771",5.696,2.897750511,55.41878091
"772",2.366,1.935732648,54.24891937
"773",7.292,3.236397749,55.87950029
"774",4.85,2.694772344,54.8207099
"775",7.149,2.914807302,57.78284794
"776",6.288,2.720338983,56.51920265
"777",4.391,2.550167224,51.38570459
"778",4.315,2.013927577,52.90182627
"779",5.698,3.396514161,54.96966399
"780",8.194,3.469387755,55.0572347
"781",6.632,2.66380789,57.34992964
"782",5.376,2.099616858,58.48722532
"783",9.632,3.674008811,58.67309005
"784",6.623,1.666307858,52.48616455
"785",8.05,2.838998211,54.11437354
"786",7.198,3.0562249,61.40104664
"787",10.343,2.801941748,56.30410997
"788",6.413,2.01653944,53.09743775
"789",1.998,2.00947226,50.04441882
"790",8.17,2.141258741,54.20413157
"791",5.831,2.348837209,51.28605816
"792",4.653,2.252279635,53.97803717
"793",7.089,2.968365554,54.27859556
"794",4.083,2.08839779,57.11163341
"795",4.294,2.08988764,51.59029256
"796",2.867,2.265402844,54.66872901
"797",4.458,2.30941704,50.88754517
"798",5.86,2.293820933,53.04365252
"799",4.172,2.676416819,55.85471894
"800",5.851,2.031292517,51.64257757
"801",5.144,3.104925054,57.49857303
"802",6.826,2.736577181,60.72551024
"803",8.274,3.681395349,54.93128964
"804",5.823,2.306748466,53.1248975
"805",4.124,2.066576087,52.89679312
"806",7.982,3.244541485,58.33425823
"807",8.954,3.626373626,55.45614116
"808",2.337,2.744014733,56.31424379
"809",5.722,2.267828843,56.36702032
"810",12.84,3.03655914,58.64056339
"811",8.114,2.644097222,55.66917596
"812",3.769,2.288951841,60.74469481
"813",6.719,3.265658747,52.34516437
"814",6.582,2.457377049,57.50982432
"815",6.864,2.155520995,53.01570703
"816",10.067,3.148648649,57.0750535
"817",7.594,1.841870824,54.1996848
"818",10.465,2.584541063,56.08867813
"819",10.849,2.881170018,53.81727428
"820",6.615,2.090040928,53.64221923
"821",4.259,2.130882353,55.70670805
"822",0.99,2.106382979,56.94885138
"823",9.015,3.110294118,58.22643793
"824",4.87,3.204444444,61.52565552
"825",8.783,3.028409091,54.20736761
"826",0.582,1.369411765,55.77437091
"827",7.153,2.002518892,53.2200456
"828",5.437,1.950738916,56.39051609
"829",11.752,3.073786408,55.95613216
"830",3.714,1.784146341,52.23061374
"831",6.904,2.205831904,56.36035554
"832",2.679,1.730506156,53.82046382
"833",10.37,3.674887892,64.50261844
"834",6.354,3.184158416,54.57089192
"835",4.65,2.552734375,54.46716095
"836",0.758,1.817745803,55.02654856
"837",3.189,3.001996008,55.23166317
"838",6.407,3.30625,55.96921919
"839",7.465,3.477223427,57.32962195
"840",10.381,2.842105263,60.58166849
"841",5.479,2.839416058,56.65269553
"842",6.503,2.059701493,58.13398245
"843",11.529,3.837310195,56.2318286
"844",4.663,2.837686567,55.07184164
"845",4.989,3.284823285,51.44348083
"846",13.122,3.370454545,55.75605092
"847",6.334,3.25974026,54.18515667
"848",7.152,1.820478723,55.02643512
"849",5.185,1.77852349,52.76843181
"850",4.812,2.251412429,55.72559729
"851",4.405,2.246258503,54.20840232
"852",3.198,2.274074074,53.53127119
"853",7.256,2.851503759,60.37398234
"854",3.946,4.005434783,52.31603537
"855",9.779,3.265822785,57.01549996
"856",6.67,4.202416918,55.37453545
"857",9.308,2.92706334,59.01253191
"858",3.44,2.560934891,53.45369375
"859",6.535,3.229910714,55.80721999
"860",3.557,3.830663616,54.41531362
"861",11.843,3.594805195,57.89508241
"862",4.95,2.463028169,52.04109105
"863",7.482,1.872619048,55.99267868
"864",2.27,1.704069051,54.74113802
"865",4.681,2.047058824,52.10438961
"866",4.337,3.266666667,53.92558568
"867",8.313,2.657794677,58.34818141
"868",3.895,2.350157729,54.28435683
"869",6.105,1.806598407,52.21142695
"870",7.96,2.294025157,54.98594856
"871",0,2.59223301,54.53413246
"872",4.758,2.145299145,50.58555643
"873",4.421,4.487935657,55.67016822
"874",4.849,3.61878453,56.33680547
"875",6.015,1.957126304,52.16084592
"876",3.725,2.595323741,54.08458874
"877",1.002,3.274509804,56.08615672
"878",2.292,2.984220907,57.57432652
"879",2.278,2.422965116,51.00694028
"880",8.106,2.887681159,60.8078833
"881",4.19,2.859459459,55.66735621
"882",1.25,2.200704225,53.43861232
"883",4.246,1.940821256,54.66712292
"884",2.035,3.062098501,54.13631556
"885",9.055,2.218253968,54.04705234
"886",4.566,2.284591195,52.00470912
"887",3.784,1.952586207,54.74553601
"888",5.064,1.941624365,50.92795047
"889",7.933,3.227990971,60.15837834
"890",2.962,1.942819149,50.86163066
"891",6.813,3.04047619,54.31503161
"892",2.804,1.684444444,55.03597858
"893",8.093,2.67791411,61.84679864
"894",3.234,2.818815331,56.19024621
"895",10.367,3.467120181,52.60350489
"896",8.997,2.807183365,61.64224871
"897",8.067,2.746428571,53.50270633
"898",6.422,3.648293963,54.92035865
"899",10.086,3.540540541,54.15349847
"900",7.282,2.642458101,58.60079211
"901",8.864,3.031365314,53.93597961
"902",4.97,2.005235602,53.09819959
"903",2.174,2.332855093,58.63584919
"904",6.366,2.461389961,55.43792127
"905",5.977,2.811839323,56.52819491
"906",1.342,3.23373494,58.50190335
"907",6.443,2.73853211,54.32682834
"908",3.26,1.994542974,54.34472419
"909",7.81,2.521381579,57.53034163
"910",7.095,2.779047619,56.58669989
"911",7.391,2.436548223,55.99415582
"912",3.962,2.051873199,56.15403387
"913",5.956,3.133200795,55.07766433
"914",8.822,2.910358566,54.33371694
"915",0,1.848563969,52.84067089
"916",1.052,1.677830941,59.07079742
"917",2.801,1.664785553,51.84714356
"918",5.263,2.016624041,54.51831411
"919",7.017,3.556962025,55.36452791
"920",6.247,3.262569832,52.77505995
"921",3.411,2.478806907,55.09060451
"922",3.69,1.498542274,53.28845391
"923",4.026,3.424242424,54.58956674
"924",3.986,2.381188119,54.36126094
"925",6.299,2.579831933,54.94562595
"926",4.587,1.950391645,52.48532886
"927",3.846,1.825,52.63727134
"928",0.133,0.81595092,52.68273334
"929",0.826,2.190981432,57.56635485
"930",6.652,2.18696187,52.23679766
"931",4.88,2.740213523,56.00734816
"932",8.286,2.964583333,54.8015384
"933",7.166,2.265275708,59.9061349
"934",3.15,1.750988142,55.71165783
"935",6.993,1.634864547,54.06520276
"936",3.205,2.046997389,59.7456307
"937",6.266,2.363509749,54.23110604
"938",5.325,2.02294197,53.45306673
"939",7.852,2.34904014,57.07630453
"940",8.821,2.865619546,59.49104231
"941",4.682,3.221556886,58.60144957
"942",3.365,2.471494607,53.62008616
"943",2.535,0.98951782,61.07577167
"944",6.122,3.049438202,58.96608074
"945",7.571,2.798922801,62.16231235
"946",3.43,1.780025284,54.31568704
"947",3.444,2.611313869,56.32661034
"948",2.044,2.897795591,51.05262337
"949",5.853,2.521276596,54.66698355
"950",3.113,1.215958369,55.10547647
"951",7.366,3.373684211,59.8464429
"952",7.632,3.487854251,55.4252488
"953",9.519,4.035326087,59.42500609
"954",6.346,3.392241379,57.54183029
"955",2.833,3.260770975,54.09211569
"956",0.297,1.879746835,55.90493436
"957",6.058,2.598736177,55.48756412
"958",5.135,2.452200303,51.88801582
"959",4.419,2.22306525,53.38368116
"960",4.266,2.892116183,57.8083918
"961",5.614,1.926487748,52.12160365
"962",5.141,3.613272311,60.91153463
"963",4.753,2.06312769,52.70549676
"964",4.526,1.688106796,56.05080748
"965",5.773,1.812661499,51.51370872
"966",3.008,2.628027682,52.38858823
"967",2.748,2.647058824,56.32661034
"968",2.812,3.268292683,53.83315597
"969",2.376,3.214285714,54.38027502
"970",3.933,3.896640827,56.08714823
"971",4.344,2.094936709,56.93458673
"972",4.902,2.003579952,50.96657541
"973",5.046,1.945280438,53.68826173
"974",4.902,2.481751825,55.3164426
"975",7.613,3.014897579,53.79000958
"976",6.902,3.455919395,58.83938625
"977",3.604,2.838709677,55.20456873
"978",4.9,3.289954338,53.96817215
"979",3.841,2.028061224,56.00025188
"980",3.201,1.465016146,54.42715459
"981",2.869,2.66728972,54.84436125
"982",3.922,3.102766798,52.26945347
"983",3.262,2.306020067,56.08660579
"984",1.963,2.148091603,56.17548806
"985",2.905,3.073260073,57.85155366
"986",6.507,2.451470588,53.91699949
"987",4.053,3.014736842,54.03163709
"988",4.86,2.202684564,55.18868204
"989",4.169,3.285382831,51.15752382
"990",5.74,1.885976409,52.14565682
"991",4.6,2.211356467,51.70396897
"992",8.9,3.116700201,55.08343105
"993",3.11,2.126420455,52.44942078
"994",6.541,2.490974729,54.29737768
"995",7.129,2.664845173,56.67486381
"996",3.83,2.300955414,52.81447474
"997",5.753,2.678383128,50.11850293
"998",0.874,2.027842227,55.99045385
"999",0.483,2.289099526,53.47242439
"1000",7.927,3.398286938,55.00190803
"1001",2.509,2.037795276,56.16960999
"1002",1.696,2.023866348,53.04950258
"1003",6.373,3.438356164,58.01176453
"1004",1.094,1.896013865,52.59468115
"1005",0.744,1.92248062,54.45142423
"1006",2.195,2.465798046,57.15215671
"1007",4.606,2.233968804,58.15660956
"1008",4.825,2.396638655,55.93969362
"1009",2.493,1.992846924,52.65948167
"1010",3.704,1.952755906,53.42649614
"1011",4.815,2.478561549,55.8109763
"1012",4.112,3.263829787,54.80846071
"1013",3.503,2.723707665,55.09770286
"1014",7.387,3.017467249,56.90980502
"1015",2.02,1.667087011,57.80549328
"1016",4.538,2.713043478,53.53873885
"1017",6.149,3.396226415,54.2606997
"1018",0.184,1.373134328,54.94798875
"1019",4.377,1.74078478,55.26338677
"1020",0.262,1.371727749,52.64654229
"1021",2.712,2.33785822,50.38958873
"1022",7.279,3.224137931,54.94241051
"1023",5.776,3.200374532,51.50304252
"1024",4.486,1.19858782,55.37346128
"1025",4.067,2.125984252,56.39871748
"1026",1.741,2.419965577,55.44539264
"1027",3.561,1.797674419,53.80486093
"1028",1.23,1.880733945,53.5393024
"1029",6.051,2.572621035,54.95480469
"1030",1.92,1.93968254,54.24891937
"1031",0.375,1.530612245,54.90218093
"1032",1.862,1.927639383,54.21403701
"1033",2.224,2.148404993,54.39598548
"1034",0.126,2.249253731,53.80486093
"1035",6.058,3.346511628,53.72679424
"1036",4.591,2.282798834,56.07864524
"1037",4.62,2.005326232,55.49590526
"1038",2.844,2.961397059,58.45393578
"1039",1.972,2.06545961,59.23831783
"1040",3.883,2.719397363,55.19892239
"1041",3.104,1.989847716,51.94647878
"1042",3.955,3.625994695,56.53257783
"1043",6.26,2.600676819,53.00431944
"1044",0.674,2.433212996,61.71868538
"1045",2.498,2.200417537,52.63524985
"1046",1.518,3.036,55.2837477
"1047",3.661,2.719298246,58.27955146
"1048",3.783,2.194857916,53.67233006
"1049",0.191,1.043715847,49.07286955
"1050",0.713,1.7825,52.8561764
"1051",3.551,2.3639399,52.99796756
"1052",4.841,4.316860465,53.39994611
"1053",3.665,1.695652174,51.64754346
"1054",2.64,2.272727273,53.07614702
"1055",8.334,3.611940299,53.79248157
"1056",11.953,3.268199234,58.99207027
"1057",6.56,2.27864215,58.83174982
"1058",8.917,3.78539823,61.73550261
"1059",9.045,3.322891566,59.82348288
"1060",6.873,3.465882353,60.0519745
"1061",12.5,3.040632054,60.44572659
"1062",10.464,3.234649123,57.12116802
"1063",12.137,3.454545455,60.57348756
"1064",10.573,2.952688172,59.77639224
"1065",9.137,2.736936937,57.71209843
"1066",11.782,3.6025,58.36106596
"1067",9.164,2.643109541,59.04071484
"1068",8.664,2.288265306,52.28319537
"1069",7.537,2.709233792,58.66665026
"1070",7.695,2.927592955,60.01357181
"1071",8.195,3.359550562,58.42762097
"1072",10.668,3.881355932,57.09104237
"1073",7.484,2.983486239,57.02481942
"1074",6.437,4.320209974,55.68251408
"1075",10.479,4.29972752,57.33955843
"1076",8.332,4.092970522,60.57348756
"1077",3.855,2.788679245,53.78944171
"1078",7.574,3.571100917,60.31712078
"1079",9.75,3.175510204,62.73162158
"1080",6.218,2.84962406,55.97831858
"1081",11.78,2.887265136,57.5775355
"1082",10.212,2.882466281,58.61046756
"1083",8.054,2.701646091,59.10214944
"1084",7.597,2.941509434,60.95321826
"1085",8.581,2.981617647,58.32290199
"1086",9.071,3.465324385,56.62746565
"1087",1.293,1.953172205,53.00247329
"1088",4.696,1.081504702,55.38745692
"1089",8.326,3.313829787,52.77356364
"1090",5.738,1.840148699,51.3046006
"1091",3.651,2.915611814,56.47922826
"1092",5.632,1.73627685,51.90138118
"1093",2.452,1.648883375,51.9430229
"1094",3.916,3.094537815,58.7429162
"1095",8.704,2.479279279,52.54921033
"1096",7.745,2.136118598,53.55345219
"1097",4.757,2.82480315,55.09257082
"1098",8.23,3.478802993,58.19932294
"1099",9.38,3.137472284,61.74011807
"1100",0.565,1.040076336,50.45274623
"1101",4.114,2.207751938,52.55400704
"1102",5.344,1.762732919,51.42517889
"1103",4.926,2.178470255,53.11707837
"1104",3.636,2.158139535,50.85095525
"1105",4.898,2.068965517,52.43618389
"1106",8.203,3.009727626,58.70177538
"1107",4.992,1.712121212,54.58457084
"1108",4.899,2.0688,56.73758303
"1109",6.495,2.275684932,54.45706293
"1110",6.596,3.180974478,56.12138148
"1111",8.838,2.73512476,56.57244043
"1112",5.931,2.144674086,57.8178897
"1113",5.207,2.16,58.15660956
"1114",7.475,3.478787879,55.27641195
"1115",8.596,2.477954145,57.55184365
"1116",12.49,3.024590164,56.36255101
"1117",5.717,3.639303483,54.73191496
"1118",6.776,2.616895874,57.10269884
"1119",10.136,2.799607073,57.55462586
"1120",7.738,3.006198347,59.36621704
"1121",6.434,2.652777778,60.30259866
"1122",6.671,3.050108932,62.59019278
"1123",9.527,4.091988131,61.09284803
"1124",10.239,3.61575179,55.67016822
"1125",3.053,2.402061856,50.58987975
"1126",7.061,3.47706422,63.34630925
"1127",6.898,2.943137255,59.3445207
"1128",7.878,3.867403315,59.21707997
"1129",8.444,3.698412698,56.26426512
"1130",4.731,1.902934537,51.84167812
"1131",3.759,2.976833977,56.47330743
"1132",2.462,1.823379924,53.3457341
"1133",7.451,3.263020833,56.04800714
"1134",4.828,2.82480315,54.69698225
"1135",8.982,2.900608519,57.88826955
"1136",1.178,2.205992509,57.19722642
"1137",6.849,2.351211073,56.66169965
"1138",3.548,3.172489083,53.94753177
"1139",3.978,2.077030812,56.27168931
"1140",8.025,3.316831683,60.27725448
"1141",6.261,2.600361664,57.85155366
"1142",6.18,2.432862191,61.7410208
"1143",7.412,3.433043478,57.0249908
"1144",7.652,1.747191011,52.59616627
"1145",10.723,2.878289474,52.07665114
"1146",8.473,2.708994709,59.96808377
"1147",9.44,2.837294333,55.81380636
"1148",8.203,2.233979136,54.71935556
"1149",3.99,1.725616292,52.39232802
"1150",7.77,1.912466844,54.06130769
"1151",5.829,1.749068323,52.47758396
"1152",4.132,2.359271523,52.86513154
"1153",6.457,2.831481481,60.18079968
"1154",5.498,2.115044248,56.23550356
"1155",4.622,2.212328767,51.7925412
"1156",6.563,2.137789905,54.17915342
"1157",5.134,2.043577982,49.67637574
"1158",5.989,1.98256538,51.6968859
"1159",3.005,3.269230769,61.89613194
"1160",4.934,1.926356589,52.1775905
"1161",4.547,3.336134454,59.35902561
"1162",6.771,2.966873706,53.11740019
"1163",7.537,3.206315789,60.56279021
"1164",7.025,2.33560477,51.22243754
"1165",5.306,2.018038331,53.61016542
"1166",7.023,2.859929078,61.64111783
"1167",9.132,3.458049887,58.0380014
"1168",3.355,2.202200825,56.06799272
"1169",8.384,2.37283237,54.73488955
"1170",9.756,2.813913043,57.64574159
"1171",7.107,2.929606625,56.80015395
"1172",6.141,2.836820084,58.26934303
"1173",8.764,2.707070707,55.07766433
"1174",7.624,2.743737958,59.64451303
"1175",5.097,1.722428748,53.58772825
"1176",11.535,3.733490566,57.01062641
"1177",4.733,1.925201381,51.53445071
"1178",5.293,2.216666667,58.77403971
"1179",7.686,2.286140089,54.89320488
"1180",6.356,1.895856663,55.42406585
"1181",2.442,2.155145929,57.19088689
"1182",5.714,3.096069869,56.16459175
"1183",6.781,2.537537538,57.3547595
"1184",4.947,3.31127451,57.63780565
"1185",8.978,2.763118441,53.49034278
"1186",1.246,1.554862843,54.62269708
"1187",7.041,1.879021879,57.07362892
"1188",5.547,1.821601942,54.51860166
"1189",6.677,2.994535519,55.89981619
"1190",4.8,1.778164925,51.81451615
"1191",6.618,1.616648412,54.1542192
"1192",3.495,1.742086753,53.03678936
"1193",10.452,3.204502814,59.92019879
"1194",0.178,2.615384615,55.49590526
"1195",3.183,1.891727494,55.58582847
"1196",1.776,2.018258427,54.12962741
"1197",4.641,2.897959184,54.2077493
"1198",5.732,3.35106383,58.29737155
"1199",9.02,3.242857143,55.98933641
"1200",8.207,2.063945578,60.06771353
"1201",4.995,2.409375,53.56194684
"1202",6.491,2.087102178,56.87011844
"1203",7.318,3.090373281,59.09357452
"1204",5.102,3.182156134,56.5487082
"1205",7.17,2.39893617,53.17713423
"1206",12.418,3.485042735,58.01236373
"1207",7.382,3.508810573,54.70306634
"1208",6.822,1.900360144,53.67009884
"1209",5.857,1.631038027,52.88132834
"1210",3.322,2.733576642,56.97915376
"1211",4.691,2.462903226,51.98948541
"1212",3.789,2.165662651,52.25802231
"1213",7.08,3.124528302,57.53462656
"1214",2.651,3.020560748,55.34468061
"1215",9.294,3.157349896,57.68043944
"1216",5.86,3.945169713,53.95650474
"1217",12.35,3.141104294,59.46785805
"1218",3.284,2.117066291,52.18857653
"1219",13.419,3.586956522,58.00033502
"1220",5.205,3.825396825,54.96508646
"1221",6.712,3.123931624,59.61447827
"1222",4.744,2.220505618,52.90330956
"1223",6.755,1.959210526,54.91995564
"1224",0.921,1.327089337,51.48557157
"1225",7.872,2.335433071,51.0955777
"1226",6.366,3.269922879,53.46471029
"1227",7.94,3.321336761,57.34599759
"1228",3.411,4.08988764,56.31304736
"1229",6.951,1.892676768,51.07211512
"1230",2.792,2.373897707,63.41728236
"1231",2.798,2.811507937,54.36786749
"1232",8.098,1.893509128,50.89966189
"1233",1.514,3.40990991,59.44894109
"1234",3.792,3.509589041,60.89271581
"1235",6.051,3.113978495,52.3479905
"1236",3.447,2.320783133,55.78451522
"1237",1.874,3.310954064,54.01519736
"1238",1.249,2.925058548,57.3083185
"1239",6.068,3.144736842,53.96817215
"1240",2.979,2.145339652,64.14703484
"1241",4.479,2.768982229,53.769505
"1242",4.172,2.709497207,54.9337604
"1243",5.35,1.913814956,53.1163926
"1244",1.847,2.289520426,54.39268206
"1245",9.399,2.497435897,55.02463417
"1246",7.687,2.162921348,53.69220297
"1247",5.508,1.76119403,55.07245818
"1248",5.545,2.10996119,51.4433917
"1249",9.535,3.155635063,57.48787938
"1250",5.489,1.963659148,50.9653717
"1251",5.816,3.025157233,56.59343342
"1252",8.894,2.868421053,56.39698851
"1253",9.457,2.513868613,58.72561466
"1254",7.201,2.711072664,55.1040713
"1255",9.206,3.876790831,52.96289139
"1256",6.982,2.533751962,59.90667483
"1257",7.053,3.014893617,52.18896708
"1258",3.82,3.345088161,55.92969226
"1259",7.975,3.612440191,55.33385185
"1260",8.752,3.328389831,56.39491274
"1261",8.633,2.700483092,54.24890997
"1262",3.809,1.957746479,55.21095999
"1263",3.015,3.251685393,58.30562402
"1264",6.794,2.032608696,53.7695518
"1265",4.793,2.321202532,56.95485415
"1266",1.872,3.709046455,56.76168033
"1267",5.027,2.301610542,55.92313888
"1268",0.963,1.437313433,55.84696269
"1269",8.372,2.448,57.22876464
"1270",8.417,3.702702703,53.3527039
"1271",5.993,2.436893204,54.09903771
"1272",5.311,2.139020537,54.77432153
"1273",7.02,2.799188641,55.98012015
"1274",6.502,2.494539782,55.94431013
"1275",6.266,3.658536585,58.89915701
"1276",2.496,3.326923077,56.65221563
"1277",5.584,2.351664255,52.76682676
"1278",9.067,3.267702936,52.56239251
"1279",3.99,2.865957447,56.59932057
"1280",4.864,3.115044248,51.03057642
"1281",6.359,2.196540881,55.57527203
"1282",5.467,1.736533958,51.85727729
"1283",4.61,3.12526096,56.78494465
"1284",6.392,2.649087221,52.56646717
"1285",0.056,2.274074074,52.23061374
"1286",4.209,1.693830035,54.36449468
"1287",4.765,1.739368999,53.56693759
"1288",3.03,2.086826347,51.53519553
"1289",2.389,2.360465116,53.16532652
"1290",4.127,2.284053156,53.02240449
"1291",5.188,2.592321755,56.33350335
"1292",7.282,3.121848739,54.2739553
"1293",8.367,2.777594728,60.10271164
"1294",5.43,1.884667571,50.70698501
"1295",7.747,1.981081081,53.29729901
"1296",5.977,2.532041729,56.41172701
"1297",5.048,2.544090056,56.16516172
"1298",7.617,1.998607242,53.26221739
"1299",9.854,2.071216617,55.82612669
"1300",6.778,2.884990253,56.24800317
"1301",6.821,3.193779904,57.51245342
"1302",4.168,2.366003063,55.36470478
"1303",5.043,1.181953766,58.90049833
"1304",10.402,3.10041841,57.06797746
"1305",7.31,2.757685353,60.05602705
"1306",4.545,1.93220339,53.83043956
"1307",4.939,1.731909846,54.06720238
"1308",2.567,2.828752643,53.21917798
"1309",8.512,2.821501014,54.33327306
"1310",1.904,1.401376147,53.3708968
"1311",9.729,2.836938436,55.5132456
"1312",6.348,2.806652807,58.49333242
"1313",7.792,3.470308789,59.32657754
"1314",5.293,3.018382353,59.37136775
"1315",6.048,3.123430962,57.60801004
"1316",3.964,2.378737542,50.71378431
"1317",4.373,2.434169279,52.75977782
"1318",2.115,2.33081571,54.31947994
"1319",4.889,2.133757962,53.5248333
"1320",3.931,3.430517711,55.55768878
"1321",6.488,1.940239044,51.86004934
"1322",3.046,2.299823633,56.16039278
"1323",2.519,2.205414013,56.62858581
"1324",4.269,2.109281437,55.60688192
"1325",5.978,1.621475054,51.71024213
"1326",3.904,2.44778481,53.03753517
"1327",2.654,2.269230769,56.20638577
"1328",1.558,3.153846154,52.57906257
"1329",0.735,2.837837838,53.09743775
"1330",2.973,3.419023136,59.91865598
"1331",3.226,2.314465409,55.57017117
"1332",3.742,2.246696035,50.40187787
"1333",3.723,1.653153153,54.75787479
"1334",6.227,2.638686131,56.30060922
"1335",3.823,2.014285714,52.81881327
"1336",8.524,3.738271605,53.57915949
"1337",6.497,2.795332136,54.63710226
"1338",4.244,2.92445328,52.0396778
"1339",5.566,2.184010152,54.62369206
"1340",2.975,1.72748538,54.60164864
"1341",6.117,3.385093168,54.83301328
"1342",4.881,2.674917492,54.43426399
"1343",1.982,2.414590747,54.7451814
"1344",0.538,1.408376963,49.31882269
"1345",4.719,3.82735426,55.14547878
"1346",0.598,1.954248366,53.19446281
"1347",7.61,2.857433809,54.07683422
"1348",5.624,2.34733441,55.36817892
"1349",6.705,3.608478803,50.41846136
"1350",1.513,2.028150134,52.82379992
"1351",4.806,1.942602041,53.60214911
"1352",7.199,3.073770492,56.71655988
"1353",4.124,2.07183908,51.21394632
"1354",5.085,2.70327553,55.00171375
"1355",5.291,2.737547893,54.85786798
"1356",5.218,2.806074766,51.57582308
"1357",3.281,2.258823529,50.18494473
"1358",8.496,2.064788732,55.00543621
"1359",1.596,2.82155477,53.41669326
"1360",1.973,2.395563771,57.54763809
"1361",2.399,1.73875,54.36361094
"1362",4.126,3.044624746,58.21570888
"1363",4.805,3.439205955,56.76019056
"1364",1.683,1.780952381,51.80741974
"1365",4.827,2.515548282,51.02427028
"1366",2.655,2.077372263,57.65176921
"1367",3.773,2.251256281,53.9102496
"1368",7.173,2.267727931,53.68827617
"1369",0.01,2.694968553,50.76418956
"1370",6.277,2.100905563,58.08602095
"1371",7.494,2.576190476,54.09211569
"1372",3.009,3.353365385,57.64872707
"1373",3.11,1.871959027,56.49233772
"1374",6.152,2.8200409,57.63592549
"1375",3.014,1.847977685,58.34406995
"1376",3.758,2.508143322,53.42689797
"1377",6.222,4.243421053,60.86329656
"1378",0.009,1.113033449,55.51497106
"1379",4.475,2.110619469,55.52803547
"1380",0.053,2.409708738,55.07970331
"1381",3.468,2.513043478,51.76962494
"1382",1.541,2.698774081,56.43892547
"1383",4.771,2.308370044,51.40036049
"1384",6.555,1.031007752,56.37335112
"1385",8.049,2.28440367,63.02946636
"1386",2.014,2.454894434,58.58700335
"1387",3.069,1.840243902,53.75681326
"1388",9.025,3.435146444,55.18658013
"1389",8.295,2.107001321,55.01576252
"1390",1.92,1.98678996,54.02453209
"1391",0.773,1.502824859,59.14410192
"1392",7.996,2.33428165,55.97364842
"1393",4.312,1.995967742,56.13741318
"1394",2.017,2.355982275,53.75998152
"1395",4.899,3.515544041,53.78443096
"1396",2.082,2.098256735,55.9218708
"1397",5.434,1.955582233,55.50187047
"1398",3.207,2.716075157,54.76982322
"1399",2.592,1.639150943,58.57839593
"1400",4.248,2.757700205,55.32954266
"1401",7.185,2.352755906,55.57370907
"1402",5.192,3.364464692,56.12138148
"1403",4.717,2.752964427,54.7357722
"1404",4.549,3.498817967,53.00928505
"1405",1.906,1.411233701,52.38803765
"1406",1.267,2.417938931,55.34445949
"1407",5.974,2.743396226,48.84436609
"1408",5.681,1.78271028,52.31211756
"1409",4.881,1.876794258,54.72269373
"1410",3.63,2.729773463,50.877244
"1411",5.506,2.531197302,54.99913226
"1412",1.352,3.25,53.85731529
"1413",2.421,1.8828125,50.83460603
"1414",0.505,2.205240175,54.36449468
"1415",9.377,2.823416507,58.64939124
"1416",9.467,3.504761905,58.81351096
"1417",6.573,1.546341463,54.29789135
"1418",10.235,3.283730159,58.40945018
"1419",8.374,3.135416667,55.79158428
"1420",8.328,3.23373494,58.4490919
"1421",5.209,3.002040816,60.72551024
"1422",9.98,3.238970588,61.30442656
"1423",11.276,2.866782007,57.93756744
"1424",9.179,2.479299363,62.39665316
"1425",8.177,3.06042885,60.28788613
"1426",11.722,3.012844037,58.78529988
"1427",10.956,3.432712215,59.63861922
"1428",8.463,2.738539898,59.42474404
"1429",6.804,2.333333333,58.41072555
"1430",7.417,2.553448276,58.29252872
"1431",6.762,3.30411449,58.33074055
"1432",8.102,3.709473684,58.14832047
"1433",7.553,3.668292683,56.38661029
"1434",6.822,3.03236246,56.49503502
"1435",8.613,4.372372372,59.14372794
"1436",9.789,3.034816248,58.41966931
"1437",7.531,2.637554585,60.72551024
"1438",8.628,2.874734607,62.21078051
"1439",10.186,2.721649485,60.78737928
"1440",7.629,2.968063872,58.05146616
"1441",7.419,2.75625,56.92694651
"1442",10.142,3.180803571,56.2326082
"1443",9.461,2.793240557,63.51485169
"1444",10.339,2.990774908,58.09807747
